,index,text,book,textLength
171,173,"Respond to alert threshold: Diarrhoea with dehydration in children less than 5 years of age﷐If you observe that the number of cases or deaths is increasing over a period of time: Report the problem to the next level. Investigate the cause for the increased number of cases or deaths and identify the problem. Make sure that cases are managed according to IMCI guidelines. Encourage home-based therapy with oral rehydration.﷐Respond to action threshold: Diarrhoea with dehydration in children less than 5 years of age﷐If the number of cases or deaths increase to two times the number usually seen in a similar period in the past: Assess health worker practice of IMCI guidelines for managing cases and improve performance for classifying diarrhoea with dehydration in children less than 5 years of age. Teach mothers about home treatment with oral rehydration. Conduct community education about boiling and chlorinating water, and safe water storage and preparation of foods.﷐Analyse and interpret data﷐Time:Graph cases and deaths to compare with same period in previous years. Prepare graphs for outpatient diarrhoea with some dehydration and for diarrhoea with severe dehydration. Construct an epidemic curve when outbreaks are detected. Place:Plot location of case households. Person:Report monthly totals due to diarrhoea with some dehydration and also for diarrhoea with severe dehydration from outpatient services. Also report monthly inpatient total cases and deaths due to diarrhoea with severe dehydration.﷐Laboratory confirmation﷐Laboratory culture of stools may be used to confirm possible outbreaks of specific agents, but is not necessary for case definition.﷐Reference﷐Management of childhood illness: Clinical skills training course for first level health facilities. World Health Organization. WHO/CDR/95.14 Integrated Management of Childhood Illness: A WHO/UNICEF Initiative Bulletin of the World Health Organization. Vol. 75, 1997, Supplement 1, 1997. ISBN 92 4 068750 5",booklet6,1987
172,174,Dracunculiasis (Guinea Worm Disease),booklet6,36
173,175," Background﷐Dracunculiasis is commonly known as Guinea worm disease. It is caused by a large nematode, a disabling parasite that emerges through the skin of the infected person. This is an old disease, known since antiquity, inflicting an excruciating pain on affected individuals and usually causing temporary disability, leaving many patients with unfortunate socio-economic consequences. It is transmitted through ingestion of water containing a crustacean (cyclops) which is infested by an immature form (larvae) of the nematode. The Cyclops is found in stagnant surface water sources (ponds, traditional shallow wells). The female nematode discharges larvae from the host’s skin when there is contact with water. The incubation period is usually between 10 to 14 months. There is no treatment or vaccine against the disease. Successful disease elimination strategies conducted by the endemic countries and an international coalition of partners has pushed Dracunculiasis towards eradication. During 2017, only 30 cases of Guinea worm disease worldwide were reported to WHO, compared to 892 000 in 1989, showing a reduction of 99.99%. In 1989, the disease was endemic in 20 countries: Benin, Burkina Faso, Cameroon, Central African Republic, Côte d’Ivoire, Chad, Ghana, Ethiopia, India, Pakistan, Kenya, Mali, Mauritania, Niger, Nigeria, Sudan, Senegal, Togo, Uganda and Yemen. Africa remains the only affected continent, with 5 countries having reported infection emanating from indigenous transmission of the parasite either in human and/or in animal in 2018: Angola, Chad, Ethiopia, Mali and South Sudan. Since, 2012, emerging worms from animals, mostly dogs, and in a few instances, cats and baboons, have been reported in some of the remaining endemic countries and confirmed in the WHO Collaborating Centre at CDC for Dracunculiasis Eradication laboratory, as Dracunculus medinensis. Accordingly, dracunculiasis eradication, which was previously based on interrupting transmission in human, will now include interrupting transmission in both human and animal hosts.2",booklet6,2076
174,176,"Surveillance goal: Dracunculiasis﷐Active detection and containment of cases at the community level and immediate reporting to the health centre, with immediate notification to the health district, regional and national level. This should subsequently be followed by weekly and monthly reporting of cases to the next level. In zones where local transmission of Guinea worm has been interrupted, maintain active searches for cases in high-risk areas and promptly follow-up and investigate all rumours of dracunculiasis (within 24 hours of notification) reported through the national surveillance system and/or directly by community members. Report all imported cases to countries or areas of origin for further follow up investigation to trace the source of infection for further action. Integrate dracunculiasis surveillance into National Surveillance systems and continue to report immediately/weekly/monthly, and also according to national reporting system. Use opportunities of other community-based health activities (e. g. NID campaigns for Polio and other vaccinations, NTD Mapping, Mass drug administration, ITN and other health commodities distribution, etc.), to conduct active case search for dracunculiasis, and document results. Continue publicity of the cash reward for reporting Dracunculiasis Systematically document and properly store information /surveillance data related to Guinea worm surveillance, to serve as evidence for future certification, and beyond until Global eradication is declared.  ﷐Standard case definitions: Dracunculiasis﷐ Rumour Information about the occurrence of Guinea worm disease (Dracunculiasis) from any source.  Suspected case A person presenting a skin lesion with itching or blister living in an endemic area or risk areas for Guinea worm, with the emergence of a worm.  Confirmed case A case of guinea-worm disease is a person exhibiting a skin lesion with emergence of a Guinea worm, and in which the worm is confirmed in laboratory tests to be D. medinensis. That person is counted as a case only once during the calendar year, i.e. when the first worm emerges from that person. All worm specimens should be obtained from each case patient for laboratory confirmation and sent to the United States Centers for Disease Control and Prevention (CDC). All cases should be monitored at least twice per month during the remainder of the calendar year for prompt detection of possible emergence of additional guinea worms.",booklet6,2465
175,177,"267 267Respond to alert threshold: Dracunculiasis﷐As a disease targeted for eradication, every rumour or suspected case of Guinea worm disease is an emergency. Follow up and investigate any rumour of dracunculiasis (within 24 hours of notification), using the national programme guidelines and WHO recommended forms, in order to determine whether or not there is a suspected case requiring further follow-up, monitoring and specimen collection for laboratory investigation. If a single case is suspected: Report the case according to national program guidelines for eradication of Dracunculiasis. Treat the wound (if any) to decrease disability associated with painful leg lesions. Collect and preserve specimen of any emerged worm in 70% alcohol, according to WHO /National guidelines for specimen handling, and send to WHO Country Office for onward transmission to WHO Collaborating Centre at CDC, for laboratory analysis Conduct case investigation to confirm risk factors and assess the source and burden of infection. Improve access to safe water according to national guidelines.﷐Analyse and interpret data﷐Time:Graph cases monthly. Place:Plot distributions of localities (communities) from which cases have been reported. Person: Count monthly cases and analyse age distribution. Use data to forecast interventions. Report monthly to   next levels.﷐ Laboratory confirmation﷐A clinical diagnosis is usually made when the blister has ruptured, and the anterior end of the female worm can be seen, and the worm emerges. Current programme standards require that the emerged worm is sent to the laboratory for confirmation as D. medinensis. Several other worms emerging from the skin may mimic Guinea worm disease, notably onchocerciasis and sparganosis, and should be differentiated from dracunculiasis through laboratory confirmation.  Collect and preserve any emerged specimen according to WHO/ National guidelines for specimen handling and send to WHO Country office for onward transmission to WHO Collaborating Centre at CDC for laboratory analysis (mandatory). ",booklet6,2068
176,178,"Reference: Dracunculiasis﷐Dracunculiasis or guinea-worm, Geneva, World Health Organization, WHO/CDS/CEE/DRA/99.2, 1999 and WHO/WER N°37 September 2003 Control of Communicable Diseases Manual, 18th Edition District Laboratory Practice in Tropical Countries, Cambridge Dracunculiasis Eradication:(http://www.who.int/dracunculiasis/surveillance-control/en/) Weekly epidemiological Records, 2018, 93, 33–44(http://www.who.int) Reports of meetings of International Task Force for Disease Eradication (ITFDE)(https://www.cartercenter.org/news/publications/health/itfde_reports.html) Report of meeting of ICCDE, February 2018. ",booklet6,620
177,179,Ebola or Marburg virus diseases,booklet6,31
178,180,"Background﷐The Ebola and Marburg viruses are both filoviruses. Almost 3,000 cases of Ebola with over 1,900 deaths have been documented since the Ebola virus was discovered in 1976. Major Ebola outbreaks have occurred in Sudan, DRC, Cote d’Ivoire, Gabon, Uganda and Congo. More than 500 cases of Marburg with over 400 deaths were reported during outbreaks of Marburg virus that occurred in DRC (1998-2000), Angola (2004-2005) and Uganda (3 cases in 2007). These two viruses are transmitted by direct contact with the blood, secretions, organs or other body fluids of infected persons. The infection of humans with Ebola virus through the handling of infected chimpanzees, gorillas, and forest antelopes (alive and dead) has been documented. Ecological studies are in progress to identify the natural reservoirs of both Marburg and Ebola. There is evidence that fruit bats are involved. Epidemics can be dramatically amplified in health care facilities with inadequate infection control precautions/barrier nursing procedures. Incubation period for Ebola and Marburg is 2 to 21 days. Between 20% and 80% of patients have haemorrhagic manifestations depending on the Ebola or Marburg virus strain. Patients become increasingly infectious as their illness progresses. High case fatality ratios have been reported during Ebola outbreaks (25% to 90%) and during Marburg outbreaks (25% to 80%) There is no specific treatment for either disease. Severe cases require intensive supportive care, as patients are frequently dehydrated and in need of intravenous fluids or oral rehydration with solutions containing electrolytes. Close contact with a severely ill patient, during care at home or in hospital, and certain burial practices are common routes of infection. Transmission via contaminated injection equipment or through needle-stick injuries is associated with more severe disease. Infection may also be spread through contact with soiled clothing or bed linens from an infected patient.﷐Surveillance goals﷐Early detection of cases and outbreaks, rapid investigation, and early laboratory verification of the aetiology of all suspected cases. Investigation of all suspected cases with contact tracing. During epidemics, most infected patients do not show haemorrhagic symptoms and a specific case definition according to the suspected or confirmed disease should be used. Prevention efforts such as social distancing and vaccination should be supported.  Monitoring case fatalities, assess spread of illness (chains of transmission), and death.  Guide the support and care of survivors﷐Standard case definition: Ebola or Marburg virus diseases﷐Routine Surveillance: Suspected case: Illness with onset of fever and no response to treatment of usual causes of fever in the area, and at least one of the following signs: bloody diarrhoea, bleeding from gums, bleeding into skin (purpura), bleeding into eyes and urine. Confirmed case: A suspected case with laboratory confirmation (positive IgM antibody, positive PCR or viral isolation), or epidemiologic link to confirmed cases or outbreak. Community-based surveillance:  Alert case:  Illness with onset of fever and no response to treatment of usual causes of fever in the area;  OR At least one of the following signs: bleeding, bloody diarrhoea, bleeding into urine;  OR Any sudden death  Actions to take: If an alert case (living or dead) is identified, report the case to a surveillance team or to the closest health centre   This definition of “alert cases” for Ebola or Marburg virus disease has been developed for use by the community or community-based volunteers. It may be used for community-based surveillance during the pre-epidemic phase and during the outbreak.  Note: During an outbreak, case definitions are likely to be adapted to new clinical presentation(s) or different modes of transmission related to the local event In outbreak setting, the following standard case definitions may guide appropriate detection of cases: Suspected case: Any person, alive or dead, suffering or having suffered from a sudden onset of high fever and having had contact with: - a suspected, probable or confirmed Ebola or Marburg case; - a dead or sick animal (for Ebola) - a mine (for Marburg) OR Any person with sudden onset of high fever and at least three of the following symptoms: - headaches - lethargy - anorexia / loss of appetite - aching muscles or joints - stomach pain - difficulty swallowing - vomiting - difficulty breathing - diarrhoea - hiccups; OR  Any person with inexplicable bleeding;  OR  Any sudden, inexplicable death; OR A person (alive or dead) suffering or having suffered from a sudden onset of high fever and having had contact with: a dead or sick animal (for Ebola); a mine (for Marburg)   ﷐Standard case definition: Ebola or Marburg virus diseases﷐Note: During epidemics, most infected patients do not show haemorrhagic symptoms, therefore, the case definition for suspected or confirmed case does not include it.  Probable case:  Any suspected case evaluated by a clinician;  OR  Any deceased suspected case (where it has not been possible to collect specimens for laboratory confirmation) having an epidemiological link with a confirmed case Note: if laboratory specimens are collected in due time during the illness, the preceding categories are reclassified as “laboratory confirmed” cases and “non-case”. Laboratory confirmed case: Any suspected or probably cases with a positive laboratory result for virus presence. Laboratory confirmed cases must test positive for the virus, either by detection of virus RNA by reverse transcriptase-polymerase chain reaction (RT- PCR), or by detection of IgM antibodies directed against Marburg or Ebola virus.  Non-Case: Any suspected or probable case with negative laboratory results. “Non-case” showed no specific antibodies, RNA or specific detectable antigens ﷐Respond to alert threshold: Ebola or Marburg virus diseases﷐If a single case is suspected: If a single case is suspected:  Report case-based information immediately (phone or text with information from generic case investigation form) to the appropriate authorities.  Collect specimen to confirm the case(s). Carefully complete specimen request form and mark containers to warn laboratory of risk.  Suspected cases should be isolated from other patients and strict barrier nursing techniques implemented. Eliminate body fluid exposure and wear VHF appropriate PPE.  Standard precautions should be enhanced throughout the healthcare setting.  Conduct case-contact follow-up (using case investigation form) and active case search for additional cases. Begin contact tracing (see contact tracing forms)  Begin or enhance death reporting and surveillance﷐Respond to action threshold: Ebola or Marburg virus diseases﷐If a single case is confirmed: Notify authorities at the next level and the WHO Maintain strict VHF infection prevention and control practices throughout the outbreak (see separate Infection Prevention and control guidelines). Mobilize the community for early detection and care of cases and conduct community education about how the disease is transmitted and how to implement infection control in the home care setting and during funerals. Conduct case contact follow-up and active searches for additional cases that may not come to the health care setting. Psychosocial support for family, community, and staff.  Begin screening procedures for fever and VHF-like symptoms at the entrances to health care facilities with hand washing  Request additional help from other levels as needed. Establish isolation ward to handle additional cases that may come to the health centre. Ensure there is a barrier between suspected cases and confirmed cases in an isolation unit. Quarantine high-risk contacts with home support during the incubation period. Low risk contacts under daily follow-up should be encouraged to limit their movements Begin surveillance and screening of dead bodies including: any individual aged 5 years or more, dying within 14 days of symptom onset from an indeterminate cause, OR still births.)  Treat accompanying similar symptoms, in particular malaria, typhoid, fever, louse-borne typhus, relapsing fever or leptospirosis.  Implement IPC measures and avoid nosocomial transmission by strict implementation of barrier nursing. If barrier nursing material is not available, avoid any invasive procedure (e.g. blood sampling, injections, placement of infusion lines, or nasogastric tubes) and put on at least one layer of gloves for any direct contact with the patient; double gloving is advised during invasive procedures (e.g., surgery) that poses an increased risk for blood exposure.  There is no specific treatment for either disease. Severe cases require intensive supportive care, as patients are frequently dehydrated and in need of intravenous fluids or oral rehydration with solutions containing electrolytes.  For EVD, a range of potential treatments including blood products, immune therapies and drug therapies are currently being evaluated. ﷐Analyse and interpret data: Ebola or Marburg virus diseases﷐Person: Implement immediate case-based reporting of cases and deaths. Analyse age and sex distribution. Assess risk factors and plan disease control interventions accordingly. Time:Graph cases and deaths daily/weekly. Construct an epidemic curve during the outbreak. Place: Map locations of cases’ households.﷐Laboratory confirmation: Ebola or Marburg virus diseases﷐Diagnostic test﷐Laboratory confirmed cases must test positive for the Ebola or Marburg virus antigen, either by detection of virus RNA by reverse transcriptase-polymerase chain reaction (RT- PCR), or by detection of IgM antibodies directed against Ebola/Marburg.﷐Specimen﷐For ELISA: Whole blood, serum or plasma  For RT-PCR: Whole blood or blood clot, serum/plasma or tissue For immunohisto-chemistry: Skin or tissue specimens from fatal cases NB: RDTs theoretically can be performed in any health care setting and without additional equipment, however, use of an RDT may result in both false positive and false negative test results.  A nucleic-acid based (e.g., PCR) diagnostic assay, such as GeneXpert, must be used to confirm the RDT result. Recent guidance from WHO recommends that antigen detection RDT’s for VHDs have no role in the routine management of VHDs in settings where PCR testing is available.  However, they may have utility in settings without laboratory infrastructure and where specimens cannot be rapidly transported to a diagnostic laboratory, if their benefits and limitations are understood.﷐When to collect﷐Collect specimen from the first suspected case. If more than one suspected case, collect until specimens have been collected from 5 to10 suspected cases.﷐How to prepare, store, and transport﷐HANDLE AND TRANSPORT SPECIMENS FROM SUSPECTED VHF PATIENTS WITH EXTREME CAUTION. WEAR PROTECTIVE CLOTHING AND USE BARRIER PRECAUTIONS. For ELISA or PCR: Refrigerate serum or clot Freeze (-20°C or colder) tissue specimens for virus isolation For Immunohistochemistry: Fix skin snip specimen in formalin. Specimen can be stored up to 6 weeks. The specimen is not infectious once it is in formalin. Store at room temperature. Formalin-fixed specimens may be transported at room temperature.﷐Laboratory confirmation﷐: Ebola or Marburg virus diseases﷐Results﷐Diagnostic services for VHF are not routinely available. Advance arrangements are usually required for VHF diagnostic services. Contact the appropriate National authority or WHO.﷐﷐﷐Reference﷐WHO Interim Guidelines -Case Definitions Recommendations for Ebola and Marburg Virus diseases. 9th August 2014 Interim Infection Control Recommendations for Care of Patients with Suspected or Confirmed Filovirus (Ebola, Marburg) Haemorrhagic Fever. BDP/EPR/WHO, Geneva March 2008. Infection control for VHF in the African health care setting, WHO, 1998. WHO/EMC WHO Recommended Surveillance Standards WHO/CDS/CSR/ISR/99.2 WHO Fact Sheet No 103, Ebola haemorrhagic fever, revised December 2008 WHO Fact Sheet, Marburg haemorrhagic fever, revised July 2008 Interim Infection Control Recommendations for Care of Patients with Suspected or Confirmed Filovirus (Ebola, Marburg) Haemorrhagic Fever. BDP/EPR/WHO, Geneva March 2008. WHO recommended Guidelines for Epidemic Preparedness and Response: Ebola Haemorrhagic Fever (EHF). WO/EMC/DIS/97.7. Dengue haemorrhagic fever: diagnosis, treatment, prevention and control. 2nd edition. Geneva: World Health Organization. 1997.",booklet6,12542
179,181,Epilepsy,booklet6,8
180,182,"Background﷐Epilepsy is defined as the recurrence of, at least, two epileptic seizures with sudden occurrence of abnormal signs which could be: motor, tonic, sensitive, sensorial, neuro-vegetative, or psycho-behavioural. These symptoms could or could not be associated to a loss of conscience. It can appear at any age. Epilepsy is the most common result of brain cells disturbance that lead to excessive nerve-cell discharges. According to the disturbance on some or many groups of cells, seizures could be partial or generalized. Seizures with tonic-clonic muscle movements are named convulsion or fit or attack. Convulsion can appear at any age; all convulsions are not systematically epilepsy. Epilepsy is frequent in the Region and its prevalence rate range from 2.2 to 58 per 1000 persons. Studies from five sub-Saharan African countries showed an incidence ranging from 64 to 156 per 100,000 person/year. This higher incidence may be a consequence of many risk factors which are related with predisposing factors such as poor perinatal care, head trauma, consanguinity. Many etiological factors are related with communicable diseases (malaria, tuberculosis, meningitis, neurocysticerocisis and HIV), non-communicable diseases (high blood pressure, diabetes, alcoholism and illicit drug use), poorer medical facilities, poorer general health and a lower standard of living. Misunderstanding linked to cultural beliefs, sigma and exclusion do not facilitate appropriate care. Epilepsy substantially increases mortality risk, particularly in conditions of later detection due to lack of well-trained health workers to diagnose and treat neurological disorders. Death and injury occur primarily due to status epilepticus (especially in the case of abrupt medication withdrawal), burns and drowning.  It has been estimated that in developing countries, up to 80% of people with epilepsy are not receiving treatment, or are often not even identified. While the etiological diagnosis of the epilepsies may be more difficult in developing countries, due to limited investigative resources, many can be diagnosed on the basis of simple clinical and epidemiological knowledge.﷐",booklet6,2173
181,183,"Standard case definition: Epilepsy ﷐Suspected case: Any person with one epileptic seizure Suspected new case: Report only the first diagnostic of the case in the health centre Confirmed case: Any person with recurrence of, at least, two epileptic seizures. A positive response to treatment with any antiepileptic (AED) strengthens the hypothesis of a confirmed case. Epileptic seizures can last for 30 seconds to 3 minutes. When they are intricate without a pause, they can lead to status epilepticus.﷐Respond to alert threshold﷐Suspected cases All health personnel should check for early signs of epilepsy. Diagnosis should include good interviews (describing as precisely as possible the seizure type) and clinical examination. Once diagnosed, search for underlying and associated causes. Check for abnormal increases on number of cases and propose appropriate environmental measures if needed. Confirmed cases Immediate treatment should be ensured starting with low doses of any anti-epileptic drug then increasing progressively until an effective steady state. In case of poor seizure control management strategies must be: increase the dose or try an alternative drug, refer to an upper level health structure. Referral to higher level health structure should be done if seizures continue regardless of pharmacological treatment or if first seizure occurs in an adult aged 30 years and above.﷐Respond to action threshold﷐All cases: Information and education measures on epilepsy and risk factors at community level﷐Analyse and interpret data﷐Person: Analyse sex and age distribution (by age group from 6 years onwards)  Time: Graph quarterly cases Place:Plot the distribution by area of residence",booklet6,1701
182,184,"Laboratory confirmation: Epilepsy﷐Diagnostic test﷐Blood glucose (random capillary blood, and venous blood sugar), electrolytes to exclude other conditions such as diabetes, kidney pathology Exclude other conditions such as cerebral malaria, meningitis, toxoplasmosis; cerebral calcifications follow tuberculosis (tuberculoma), parasitic diseases and others by conducting appropriate medical investigations.﷐Specimen﷐Blood, and cerebro-spinal fluid﷐When to collect the specimen﷐Glucose – During the emergency admission of the patient (random blood glucose) Confirmed subsequently (fasting blood glucose)﷐How to prepare, store, and transport the specimen﷐Use universal precautions to minimize exposure to sharps and anybody fluid﷐Results﷐Results are always available within 1 to 3 hours from arrival in the laboratory﷐References :﷐WHO, Epilepsy in the WHO African Region: Bridging the Gap, WHO Regional Office for Africa, Congo, 2004. WHO, Epilepsy: a manual for medical and clinical officers in Africa, WHO, Geneva 2002 ",booklet6,1019
183,185,Foodborne Illnesses,booklet6,19
184,186,"Background     ﷐Foodborne illnesses are caused by a variety of bacterial, viral, parasitic or fungal pathogens or their toxins that enter the body through consumption of food or water. In addition to diseases listed elsewhere in this guideline such as cholera, and shigellosis, surveillance for foodborne illnesses may involve other causes such as salmonellosis, hepatitis A or chemical contamination. A foodborne illness occurs when two or more people have shared common food or drink followed by an onset of symptoms within a short time period. Most people with a foodborne illness do not seek medical care, so cases and outbreaks of foodborne illness usually are neither recognized nor reported. The first symptoms often occur in gastrointestinal tract. Nausea, vomiting, abdominal cramps and diarrhoea are frequent symptoms of foodborne diseases. Outbreaks may be localized affecting as few as 2 individuals who ate a common meal or product, but large and geographically widespread outbreaks may also occur. Large outbreaks occur when food is contaminated prior to distribution and is widely consumed by many people in many areas. Surveillance for foodborne illnesses is needed to monitor food safety and target health promotion actions aimed at food handlers for safer food practices and improved personal hygiene.﷐Surveillance Goal﷐To promptly identify any unusual cluster of disease potentially transmitted through food, which may need a public health investigation or response. Monitor the magnitude of foodborne illnesses Identify high risk foods or food practices. Monitor risk factors to inform public health interventions and health promotion for targeted foods or food practices.﷐Standard case definition: Foodborne illness﷐A foodborne illness is suspected when 2 or more people present with similar symptoms and who consumed common food or drink A foodborne illness is defined according to the specific agent causing the disease (for example, cholera, hepatitis A, salmonellosis, shigellosis). A confirmed foodborne illness is a laboratory confirmed case of a specific agent with a link to a common food or drink source.﷐Respond to alert threshold: Foodborne illness﷐If observed that ≥2 people are ill and have eaten food from a common source: Immediately report the illness to the next level of the heath system From patients and from the suspected food items and drinks, collect specimens for laboratory confirmation Treat suspected cases﷐Respond to action threshold: Foodborne illness﷐If an outbreak of a foodborne illness is confirmed: Search for additional cases in locality of confirmed cases Strengthen case management and treatment Mobilise community for rapid case detection and treatment Identify high risk groups Remove from the restaurant menu or the supermarkets shelves, food items from which evidence of unsafe food may be obtained. Eventually call for in-depth investigation of the food chains that may be associated with the outbreak Reduce sporadic and outbreak-related cases by promoting handwashing with soap and water after defecating/urinating and before food handling/meals; strengthen access to safe water supply and storage, use of latrines and safe human waste disposal Scale-up food safety health promotion activities using the WHO Five Keys to Safer Food (see reference below) and the Hazard Analysis Critical Control Point (HACCP) system Scale-up food inspection activities﷐Analyse and interpret data: Foodborne illness﷐Time: Graph monthly trends in cases and deaths; Construct an epidemic curve for outbreak cases. Place: Plot location of households for cases and deaths Person: Count cases and deaths each month. During an outbreak, count outbreak-related cases by week. Routinely review clinical data and laboratory results from food and human analyses to identify clusters of cases in time, place or person. Investigate any suspected foodborne outbreaks detected in the data. Investigate all suspected outbreaks of foodborne illnesses.﷐Reference﷐WHO Foodborne disease outbreaks: Guidelines for investigation and control   http://www.who.int/foodsafety/publications/foodborne_disease/outbreak_guidelines.pdf",booklet6,4153
185,187,Hypertension,booklet6,12
186,188,"Background﷐Hypertension or high blood pressure (HBP) is a chronic condition in which the blood pressure in the arteries is elevated. It is classified as either primary (essential) or secondary. ‘Primary’ hypertension is elevated blood pressure where no medical cause is found. ‘Secondary’ hypertension is caused by other conditions that affect the arteries, heart, endocrine system or kidneys. Hypertension is a major risk factor for cardiovascular diseases such as heart attack or stroke. According to The World Health Report 2001, cardiovascular disease related deaths are increasing in the African Region, and in 2000 accounted for 9.2% of the total deaths in the African Region. Prevalence ranges from 25% to 35% in adults aged 25 to 64 years. Hypertension affects approximately 1 billion worldwide and it is estimated that more than 20 million people in the African Region are affected. Major risk factors for hypertension are ageing, lack of physical activity, obesity, and a diet high in salt and fat. Other risk factors include; tobacco and alcohol use. Lifestyle modifications shown to lower BP include; weight reduction for individuals who are overweight or obese, reducing the amount of fat and salt in the diet, and eating more fresh fruits and vegetables, increased physical activity, and reduction of alcohol and tobacco consumption.﷐Surveillance goal﷐Prevention of secondary illness by early detection and standardized treatment Estimation of disease burden and reduction of identified risk factors Monitor control and prevention activities﷐Standard case definition﷐Suspected new case at first visit: Any individual presenting with a resting blood pressure measurement (based on the average of 3 readings) at or above 140 mm Hg for systolic pressure, or greater than or equal to 90 mm Hg for diastolic pressure. Confirmed case: Any individual presenting on at least two occasions with a resting blood pressure measurement (based on the average of 3 readings) at or above 140 mm Hg for systolic pressure, or greater than or equal to 90 mm Hg for diastolic pressure. * Report only the first diagnosis of the case in the health centre﷐Recommended public health action: Hypertension﷐Health promotion for non-communicable diseases focusing on HBP should be established, including community-based education on behaviour change and adoption of healthy lifestyles Promote secondary prevention and treatment interventions at health facilities according to national guidelines.﷐Analyse and interpret data﷐Time: Graph cases quarterly to analyse trends. Place: Compare district trends with national and regional trends. Person: Analyse the distribution of cases by age and other demographic factors.    *Data for non-communicable diseases is often analysed for long term trends﷐Laboratory confirmation﷐Diagnostic is clinical.﷐Reference﷐WHO, Atlas of heart disease and stroke, Geneva, World Health Organization, 2004. Non communicable Diseases: A strategy for the African Region, AFR/RC50/10 Cardiovascular Diseases in the African Region: Current situation and perspectives, AFR/RC55/12 http://www.who.int/chp/steps/en/ http://www.afro.who.int/dnc/databases/afro infobase/index.html WHO CVD-risk management package for low-and medium resource settings. The Seventh Report of the Joint National Committee on Prevention, Detection, Evaluation, and Treatment of High Blood Pressure U.S. Department of health and Human Services, National Institutes of Health, National Heart, Lung, and Blood Institute, NIH Publication No. 03-5233, December 2003 Handbook of Hypertension, Vol 20. Editor; C.J. Bulpitt, 2000 http://www.cdc.gov/bloodpressure/",booklet6,3638
187,189,Influenza caused by a new subtype,booklet6,33
